response,empathy_score
Do you always tend to look for faults and problems in yourself when something doesn't go right?,no
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,weak
Do you think this was caused by a recent or distant event (events)?,no
Do you think you want to control someone?,no
Do you believe you are trying to manipulate someone?,no
Is it important that you are able to save someone from their problems?,no
Do you think that all unpleasant events and setbacks are dependent on your decisions? ,no
"In previous conversations, did you consider your situation from the various viewpoints presented?",no
"After trying protocol 6, do you feel as though the emotions were triggered by a past event you feared to relive currently? ",strong
Was the situation caused by a particular event?,no
"I understand, is this feeling caused by a specific moment?",no
Have you felt any of these emotions?,no
Do you think you yourself are the reason things always seem to go wrong?,no
