response,empathy_score
Have you recently felt any of these emotions? ,0
Is there a specific event that happened?,0
Did what upset you happen recently or more like some time ago?,0
Do you feel like you are responsible to help others as much as you can?,1
Has applying Protocol 6 brought back any negative emotions?,0
Have you recently tried protocol 6 and found this brought up emotions that were perhaps unmanageable as a result of old events?,1
Do you think that you feel this way due to someone else?,0
Do you consider that you need to look at issues from all angles?,0
"In past discutions, have you also considered perspectives outside your own?",0
Were your feelings triggered by some event that happened either a short time ago or a long time ago?,1
Do you think what you told me was due to some specific event? ,1
Do you get the feeling that you and you alone should or could save someone else?,1
"Do you perceive yourself as the victim, blaming others for your negative feelings?",0
Do you think you might be experiencing a personal crisis right now?,0
Do you have any specific event in mind?,0
Do you feel that you are in the midst of a personal crisis (either in relation to your loved ones or something else)?,1
I'm glad you told me about this. I'll ask you a couple of questions to have a better grasp on what is going on. ,2
Do you always feel the need to blame yourself when things do not go as planned?,0
"When something goes wrong, do you automatically or always blame and accuse yourself?",0
